"code","year","rate"
"NIC",2021,5.9
"NIC",2022,5.7
"NIC",2023,5.5
"NIC",2024,5.3
"NIC",2025,5.2
"NLD",1950,4.2
"NLD",1951,4.1
"NLD",1952,4.1
"NLD",1953,4
"NLD",1954,3.9
"NLD",1955,3.8
"NLD",1956,3.8
"NLD",1957,3.8
"NLD",1958,3.8
"NLD",1959,3.8
"NLD",1960,3.7
"NLD",1961,3.7
"NLD",1962,3.6
"NLD",1963,3.6
"NLD",1964,3.6
"NLD",1965,3.4
"NLD",1966,3.4
"NLD",1967,3.3
"NLD",1968,3.2
"NLD",1969,3.2
"NLD",1970,3.2
"NLD",1971,3.1
"NLD",1972,3.1
"NLD",1973,3.1
"NLD",1974,3.1
"NLD",1975,3.1
"NLD",1976,3.1
"NLD",1977,3.1
"NLD",1978,3
"NLD",1979,3
"NLD",1980,3
"NLD",1981,3.1
"NLD",1982,3.1
"NLD",1983,3.1
"NLD",1984,2
"NLD",1985,0.8
"NLD",1986,0.6
"NLD",1987,0.6
"NLD",1988,0.6
"NLD",1989,0.8
"NLD",1990,2
"NLD",1991,2
"NLD",1992,2
"NLD",1993,2
"NLD",1994,1.2
"NLD",1995,0.8
"NLD",1996,0.7
"NLD",1997,0.5
"NLD",1998,0.4
"NLD",1999,0.4
"NLD",2000,0.3
"NLD",2001,0.3
"NLD",2002,0.3
"NLD",2003,0.3
"NLD",2004,0.3
"NLD",2005,0.1
"NLD",2006,0.1
"NLD",2007,0
"NLD",2008,0.2
"NLD",2009,0.2
"NLD",2010,0.1
"NLD",2011,0.1
"NLD",2012,0.1
"NLD",2013,0.1
"NLD",2014,0.1
"NLD",2015,0.1
"NLD",2016,0.1
"NLD",2017,0.2
"NLD",2018,0.1
"NLD",2019,0.1
"NLD",2020,0.1
"NLD",2021,0.1
"NLD",2022,0.1
"NLD",2023,0.1
"NLD",2024,0.1
"NLD",2025,0.1
"NOR",1950,1.2
"NOR",1951,1.1
"NOR",1952,1
"NOR",1953,1
"NOR",1954,1
"NOR",1955,1
"NOR",1956,0.9
"NOR",1957,0.8
"NOR",1958,0.9
"NOR",1959,0.8
"NOR",1960,0.6
"NOR",1961,0.4
"NOR",1962,0.4
"NOR",1963,0.4
"NOR",1964,0.3
"NOR",1965,0.3
"NOR",1966,0.3
"NOR",1967,0.3
"NOR",1968,0.3
"NOR",1969,0.2
"NOR",1970,0.2
"NOR",1971,0.2
"NOR",1972,0.2
"NOR",1973,0.2
"NOR",1974,0.1
"NOR",1975,0.1
"NOR",1976,0.1
"NOR",1977,0.1
"NOR",1978,0.1
"NOR",1979,0.1
"NOR",1980,0.1
"NOR",1981,0.1
"NOR",1982,0.1
"NOR",1983,0.1
"NOR",1984,0.1
"NOR",1985,0.1
"NOR",1986,0.1
"NOR",1987,0.1
"NOR",1988,0.1
"NOR",1989,0.1
"NOR",1990,0.2
"NOR",1991,0.3
"NOR",1992,0.3
"NOR",1993,0.3
"NOR",1994,0.3
"NOR",1995,0.3
"NOR",1996,0.3
"NOR",1997,0.3
"NOR",1998,0.2
"NOR",1999,0.2
"NOR",2000,0.2
"NOR",2001,0.2
"NOR",2002,0.2
"NOR",2003,0.2
"NOR",2004,0.3
"NOR",2005,0.2
"NOR",2006,0.2
"NOR",2007,0.2
"NOR",2008,0.2
"NOR",2009,0.1
"NOR",2010,0.1
"NOR",2011,0.1
"NOR",2012,0.1
"NOR",2013,0.2
"NOR",2014,0.1
"NOR",2015,0.2
"NOR",2016,0.3
"NOR",2017,0.3
"NOR",2018,0.3
"NOR",2019,0.2
"NOR",2020,0.3
"NOR",2021,0.2
"NOR",2022,0.3
"NOR",2023,0.2
"NOR",2024,0.2
"NOR",2025,0.2
"NPL",1950,64.5
"NPL",1951,63.9
"NPL",1952,61.7
"NPL",1953,58.2
"NPL",1954,57.5
"NPL",1955,56.7
"NPL",1956,54.6
"NPL",1957,55.3
"NPL",1958,51
"NPL",1959,49.3
"NPL",1960,48.7
"NPL",1961,48.7
"NPL",1962,48.7
"NPL",1963,48.8
"NPL",1964,44.5
"NPL",1965,47.5
"NPL",1966,43.9
"NPL",1967,46.3
"NPL",1968,47.7
"NPL",1969,45.3
"NPL",1970,45
"NPL",1971,48.1
"NPL",1972,47.7
"NPL",1973,49.4
"NPL",1974,46.4
"NPL",1975,47.1
"NPL",1976,44.8
"NPL",1977,44.5
"NPL",1978,44.2
"NPL",1979,45
"NPL",1980,45
"NPL",1981,43.2
"NPL",1982,44.2
"NPL",1983,44.2
"NPL",1984,40.6
"NPL",1985,38.1
"NPL",1986,37.5
"NPL",1987,35.2
"NPL",1988,33
"NPL",1989,31.6
"NPL",1990,30.1
"NPL",1991,29.3
"NPL",1992,28.8
"NPL",1993,26.8
"NPL",1994,25.7
"NPL",1995,24.5
"NPL",1996,23.1
"NPL",1997,21.6
"NPL",1998,21
"NPL",1999,18.3
"NPL",2000,16
"NPL",2001,16.2
"NPL",2002,17.2
"NPL",2003,15.9
"NPL",2004,14.7
"NPL",2005,14.2
"NPL",2006,13.4
"NPL",2007,12.2
"NPL",2008,10.4
"NPL",2009,9.2
"NPL",2010,8.3
"NPL",2011,7.8
"NPL",2012,7
"NPL",2013,6.2
"NPL",2014,5.5
"NPL",2015,5.3
"NPL",2016,4.7
"NPL",2017,3.7
"NPL",2018,3.1
"NPL",2019,3.1
"NPL",2020,3.1
"NPL",2021,2.9
"NPL",2022,2.4363
"NPL",2023,2.2582
"NPL",2024,1.9507
"NPL",2025,1.5368
"NRU",1950,NA
"NRU",1951,NA
"NRU",1952,NA
"NRU",1953,NA
"NRU",1954,NA
"NRU",1955,NA
"NRU",1956,NA
"NRU",1957,NA
"NRU",1958,NA
"NRU",1959,NA
"NRU",1960,NA
"NRU",1961,NA
"NRU",1962,NA
"NRU",1963,NA
"NRU",1964,NA
"NRU",1965,NA
"NRU",1966,NA
"NRU",1967,NA
"NRU",1968,NA
"NRU",1969,NA
"NRU",1970,0
"NRU",1971,0
"NRU",1972,0
"NRU",1973,0
"NRU",1974,0
"NRU",1975,0
"NRU",1976,0
"NRU",1977,0
"NRU",1978,0
"NRU",1979,0
"NRU",1980,0
"NRU",1981,0
"NRU",1982,0
"NRU",1983,0
"NRU",1984,0
"NRU",1985,0
"NRU",1986,0
"NRU",1987,0
"NRU",1988,0
"NRU",1989,0
"NRU",1990,0
"NRU",1991,0
"NRU",1992,0.8
"NRU",1993,0.9
"NRU",1994,1.3
"NRU",1995,2.4
"NRU",1996,5.6
"NRU",1997,8.6
"NRU",1998,10
"NRU",1999,11.2
"NRU",2000,13.3
"NRU",2001,16.2
"NRU",2002,17.9
"NRU",2003,18.9
"NRU",2004,19.5
"NRU",2005,17.5
"NRU",2006,19.6
"NRU",2007,20.8
"NRU",2008,19.5
"NRU",2009,19.8
"NRU",2010,18.8
"NRU",2011,11.6
"NRU",2012,10
"NRU",2013,9.7
"NRU",2014,7.6
"NRU",2015,6.6
"NRU",2016,8.1
"NRU",2017,9.7
"NRU",2018,8.5
"NRU",2019,7.4
"NRU",2020,5.8
"NRU",2021,4.6
"NRU",2022,4.2
"NRU",2023,3.8
"NRU",2024,3.2
"NRU",2025,3.2
"PAK",1950,97
"PAK",1951,97.4
"PAK",1952,97.4
"PAK",1953,97
"PAK",1954,97
"PAK",1955,97
"PAK",1956,97
"PAK",1957,96.9
"PAK",1958,97
"PAK",1959,97
"PAK",1960,96.9
"PAK",1961,96.8
"PAK",1962,96.7
"PAK",1963,96.3
"PAK",1964,96.1
"PAK",1965,95.5
"PAK",1966,95.3
"PAK",1967,95.1
"PAK",1968,94.7
"PAK",1969,94.5
"PAK",1970,93.2
"PAK",1971,93.9
"PAK",1972,94.1
"PAK",1973,93.2
"PAK",1974,93.2
"PAK",1975,93.1
"PAK",1976,92.6
"PAK",1977,92.1
"PAK",1978,91.7
"PAK",1979,91.3
"PAK",1980,90.6
"PAK",1981,90.2
"PAK",1982,89.6
"PAK",1983,89.1
"PAK",1984,88.3
"PAK",1985,87.8
"PAK",1986,87
"PAK",1987,86.1
"PAK",1988,85.7
"PAK",1989,85.3
"PAK",1990,85
"PAK",1991,77.8
"PAK",1992,69.5
"PAK",1993,70.3
"PAK",1994,61.9
"PAK",1995,61.8
"PAK",1996,56.4
"PAK",1997,55.5
"PAK",1998,57.3
"PAK",1999,57.7
"PAK",2000,57
"PAK",2001,56.8
"PAK",2002,55.4
"PAK",2003,50.1
"PAK",2004,43.5
"PAK",2005,40.8
"PAK",2006,37.6
"PAK",2007,35.6
"PAK",2008,29.5
"PAK",2009,32.5
"PAK",2010,28.1
"PAK",2011,26.7
"PAK",2012,25.1
"PAK",2013,22.5
"PAK",2014,20.7
"PAK",2015,18.2
"PAK",2016,16.5
"PAK",2017,15.7
"PAK",2018,15.6
"PAK",2019,17.5
"PAK",2020,18.1
"PAK",2021,19.2
"PAK",2022,20.2
"PAK",2023,21.2
"PAK",2024,22.3
"PAK",2025,22.8
"PAN",1950,48.8
"PAN",1951,50.1
"PAN",1952,49.1
"PAN",1953,47.6
"PAN",1954,47.2
"PAN",1955,46
"PAN",1956,45.3
"PAN",1957,42.9
"PAN",1958,43.4
"PAN",1959,42.4
"PAN",1960,41.5
"PAN",1961,39.1
"PAN",1962,37.9
"PAN",1963,35.9
"PAN",1964,35.7
"PAN",1965,34.1
"PAN",1966,32.7
"PAN",1967,31.4
"PAN",1968,30.2
"PAN",1969,28.6
"PAN",1970,27.6
"PAN",1971,26.4
"PAN",1972,26.1
"PAN",1973,25.8
"PAN",1974,25.8
"PAN",1975,25.9
"PAN",1976,26
"PAN",1977,26.2
"PAN",1978,25.6
"PAN",1979,24.7
"PAN",1980,22.7
"PAN",1981,21.5
"PAN",1982,21
"PAN",1983,22.3
"PAN",1984,22.3
"PAN",1985,21.7
"PAN",1986,21.5
"PAN",1987,22.3
"PAN",1988,25.7
"PAN",1989,25.8
"PAN",1990,24.6
"PAN",1991,23.4
"PAN",1992,22.3
"PAN",1993,21.4
"PAN",1994,21.4
"PAN",1995,21.4
"PAN",1996,20.8
"PAN",1997,20.2
"PAN",1998,20.2
"PAN",1999,18
"PAN",2000,17.1
"PAN",2001,16.7
"PAN",2002,12.4
"PAN",2003,12.5
"PAN",2004,11.6
"PAN",2005,11.4
"PAN",2006,12
"PAN",2007,9.5
"PAN",2008,9
"PAN",2009,6.6
"PAN",2010,7.6
"PAN",2011,6.1
"PAN",2012,7.4
"PAN",2013,5.9
"PAN",2014,6.4
"PAN",2015,4.8
"PAN",2016,4.8
"PAN",2017,4.3
"PAN",2018,3.7
"PAN",2019,2.9157
"PAN",2020,3.8
"PAN",2021,3.3005
"PAN",2022,3.6
"PAN",2023,3.7324
"PAN",2024,3.1258
"PAN",2025,2.9375
"PER",1950,16.1
"PER",1951,15.1
"PER",1952,14
"PER",1953,13.6
"PER",1954,13.6
"PER",1955,12.6
"PER",1956,12.2
"PER",1957,12
"PER",1958,12.4
"PER",1959,12.7
"PER",1960,11
"PER",1961,10.4
"PER",1962,9.5
"PER",1963,9.4
"PER",1964,9
"PER",1965,8.3
"PER",1966,7.7
"PER",1967,7.6
"PER",1968,7.7
"PER",1969,7.7
"PER",1970,7.7
"PER",1971,7.6
"PER",1972,7.6
"PER",1973,7.4
"PER",1974,6.6
"PER",1975,6.6
"PER",1976,6.6
"PER",1977,6.6
"PER",1978,7.4
"PER",1979,7.3
"PER",1980,6.7
"PER",1981,6.6
"PER",1982,6.7
"PER",1983,7.8
"PER",1984,7.7
"PER",1985,7.7
"PER",1986,7.6
"PER",1987,7.5
"PER",1988,9.2
"PER",1989,17.5
"PER",1990,23.1
"PER",1991,25.7
"PER",1992,29.5
"PER",1993,32
"PER",1994,31.5
"PER",1995,29.6
"PER",1996,29.4
"PER",1997,28.8
"PER",1998,27.4
"PER",1999,27.8
"PER",2000,27.4
"PER",2001,28.9
"PER",2002,26.5
"PER",2003,24.8
"PER",2004,23.5
"PER",2005,25.4
"PER",2006,21.8
"PER",2007,18.9
"PER",2008,15.8
"PER",2009,13.7
"PER",2010,11.2
"PER",2011,10.4
"PER",2012,9.5
"PER",2013,8.6
"PER",2014,8
"PER",2015,8
"PER",2016,7.5
"PER",2017,7.3
"PER",2018,6.1
"PER",2019,5.4193
"PER",2020,10.3082
"PER",2021,5.1898
"PER",2022,4.8408
"PER",2023,5.8787
"PER",2024,5.1406
"PER",2025,5.0254
"PHL",1950,72.5
"PHL",1951,69.3
"PHL",1952,67.9
"PHL",1953,64.9
"PHL",1954,62.7
"PHL",1955,60.5
"PHL",1956,58.5
"PHL",1957,57.7
"PHL",1958,57.5
"PHL",1959,55.4
"PHL",1960,56.4
"PHL",1961,54.9
"PHL",1962,54
"PHL",1963,51.9
"PHL",1964,51.8
"PHL",1965,50.5
"PHL",1966,49.7
"PHL",1967,48.4
"PHL",1968,47
"PHL",1969,45.8
"PHL",1970,45.2
"PHL",1971,43.4
"PHL",1972,41.5
"PHL",1973,37.7
"PHL",1974,37
"PHL",1975,35.4
"PHL",1976,32.2
"PHL",1977,30.6
"PHL",1978,29.6
"PHL",1979,28
"PHL",1980,26.7
"PHL",1981,26.2
"PHL",1982,25.6
"PHL",1983,26.3
"PHL",1984,31.8
"PHL",1985,37.1
"PHL",1986,36.8
"PHL",1987,35.9
"PHL",1988,33.8
"PHL",1989,30.7
"PHL",1990,30.3
"PHL",1991,32.6
"PHL",1992,33.3
"PHL",1993,32.7
"PHL",1994,30.4
"PHL",1995,29.4
"PHL",1996,27.6
"PHL",1997,26.3
"PHL",1998,27.7
"PHL",1999,27.4
"PHL",2000,26.5
"PHL",2001,26
"PHL",2002,25.1
"PHL",2003,23.7
"PHL",2004,23.8
"PHL",2005,24.7
"PHL",2006,25.6
"PHL",2007,23.3
"PHL",2008,21.5
"PHL",2009,21.3
"PHL",2010,21
"PHL",2011,21
"PHL",2012,20.6
"PHL",2013,18.5
"PHL",2014,16.5
"PHL",2015,14.6
"PHL",2016,12.3
"PHL",2017,10.1
"PHL",2018,8.3
"PHL",2019,6.8
"PHL",2020,9.7
"PHL",2021,8.0568
"PHL",2022,6.5
"PHL",2023,5.3249
"PHL",2024,4.8517
"PHL",2025,4.4507
"PNG",1950,NA
"PNG",1951,NA
"PNG",1952,NA
"PNG",1953,NA
"PNG",1954,NA
"PNG",1955,NA
"PNG",1956,NA
"PNG",1957,NA
"PNG",1958,NA
"PNG",1959,NA
"PNG",1960,69.5
"PNG",1961,68.6
"PNG",1962,67.4
"PNG",1963,66.9
"PNG",1964,64.6
"PNG",1965,61.6
"PNG",1966,60
"PNG",1967,59.5
"PNG",1968,58.8
"PNG",1969,56.3
"PNG",1970,53.7
"PNG",1971,52.4
"PNG",1972,50.8
"PNG",1973,49.4
"PNG",1974,49.3
"PNG",1975,50.5
"PNG",1976,52.8
"PNG",1977,53.3
"PNG",1978,50.7
"PNG",1979,50.8
"PNG",1980,52.8
"PNG",1981,53.6
"PNG",1982,54.2
"PNG",1983,53.9
"PNG",1984,54.4
"PNG",1985,54.1
"PNG",1986,53.2
"PNG",1987,52.9
"PNG",1988,52.8
"PNG",1989,54.1
"PNG",1990,55.8
"PNG",1991,53.9
"PNG",1992,50.1
"PNG",1993,45.9
"PNG",1994,45.1
"PNG",1995,47.1
"PNG",1996,46.1
"PNG",1997,48.2
"PNG",1998,50.9
"PNG",1999,52.1
"PNG",2000,54
"PNG",2001,54.8
"PNG",2002,56.2
"PNG",2003,57
"PNG",2004,57.2
"PNG",2005,55.8
"PNG",2006,54.9
"PNG",2007,53.8
"PNG",2008,54.5
"PNG",2009,53.7
"PNG",2010,50.9
"PNG",2011,52.1
"PNG",2012,50.9
"PNG",2013,50.6
"PNG",2014,47.1
"PNG",2015,46
"PNG",2016,45
"PNG",2017,44.4
"PNG",2018,45.6
"PNG",2019,44.7
"PNG",2020,46.6
"PNG",2021,47.1
"PNG",2022,46.1
"PNG",2023,45.6
"PNG",2024,44.9
"PNG",2025,43.4
"POL",1950,4.7
"POL",1951,4.5
"POL",1952,4.5
"POL",1953,4
"POL",1954,3.7
"POL",1955,3.4
"POL",1956,3.3
"POL",1957,3.1
"POL",1958,2.8
"POL",1959,2.8
"POL",1960,2.7
"POL",1961,2.3
"POL",1962,2.5
"POL",1963,2.3
"POL",1964,2.2
"POL",1965,2.1
"POL",1966,1.9
"POL",1967,1.9
"POL",1968,1.6
"POL",1969,1.7
"POL",1970,1.6
"POL",1971,1.5
"POL",1972,1.3
"POL",1973,1.2
"POL",1974,1.2
"POL",1975,1.1
"POL",1976,1.1
"POL",1977,1.1
"POL",1978,1
"POL",1979,1.1
"POL",1980,1.1
"POL",1981,1.2
"POL",1982,1.4
"POL",1983,1.3
"POL",1984,1.3
"POL",1985,1.2
"POL",1986,2.1
"POL",1987,1.2
"POL",1988,1.1
"POL",1989,0.9
"POL",1990,1.2
"POL",1991,1.4
"POL",1992,1.6
"POL",1993,1.5
"POL",1994,2
"POL",1995,2.4
"POL",1996,3.5
"POL",1997,3.2
"POL",1998,2.9
"POL",1999,3.2
"POL",2000,3.3
"POL",2001,3.5
"POL",2002,3.5
"POL",2003,3.1
"POL",2004,2.9
"POL",2005,1.4
"POL",2006,0.9
"POL",2007,0.6
"POL",2008,0.3
"POL",2009,0.5
"POL",2010,0.6
"POL",2011,0.6
"POL",2012,0.4
"POL",2013,0.6
"POL",2014,0.6
"POL",2015,0.5
"POL",2016,0.4
"POL",2017,0.4
"POL",2018,0.3
"POL",2019,0.1025
"POL",2020,0.1891
"POL",2021,0.1143
"POL",2022,0.3239
"POL",2023,0.2441
"POL",2024,0.2441
"POL",2025,0.2418
"PRT",1950,27.5
"PRT",1951,25.3
"PRT",1952,25.4
"PRT",1953,21.7
"PRT",1954,20
"PRT",1955,18.4
"PRT",1956,17.4
"PRT",1957,16.3
"PRT",1958,16.2
"PRT",1959,14.5
"PRT",1960,13.1
"PRT",1961,12.2
"PRT",1962,10.8
"PRT",1963,9.3
"PRT",1964,8
"PRT",1965,6.6
"PRT",1966,5.8
"PRT",1967,4.6
"PRT",1968,3.9
"PRT",1969,3.7
"PRT",1970,3.1
"PRT",1971,2.6
"PRT",1972,2.4
"PRT",1973,2
"PRT",1974,2
"PRT",1975,2.3
"PRT",1976,2.1
"PRT",1977,2
"PRT",1978,2.1
"PRT",1979,2.1
"PRT",1980,2.1
"PRT",1981,2
"PRT",1982,2
"PRT",1983,2
"PRT",1984,2.1
"PRT",1985,2.1
"PRT",1986,2
"PRT",1987,1.8
"PRT",1988,1.6
"PRT",1989,1.6
"PRT",1990,1.5
"PRT",1991,1.5
"PRT",1992,1.4
"PRT",1993,1.4
"PRT",1994,1.4
"PRT",1995,1.3
"PRT",1996,1.3
"PRT",1997,1.2
"PRT",1998,1.2
"PRT",1999,1.1
"PRT",2000,1.1
"PRT",2001,1.1
"PRT",2002,1.1
"PRT",2003,1.1
"PRT",2004,0.7
"PRT",2005,0.7
"PRT",2006,0.2
"PRT",2007,0.6
"PRT",2008,0.3
"PRT",2009,0.2
"PRT",2010,0.2
"PRT",2011,0.6
"PRT",2012,0.9
"PRT",2013,1
"PRT",2014,0.8
"PRT",2015,0.7
"PRT",2016,0.4
"PRT",2017,0.4
"PRT",2018,0.4
"PRT",2019,0.2
"PRT",2020,0.6
"PRT",2021,0.3
"PRT",2022,0.2
"PRT",2023,0.4
"PRT",2024,0.4
"PRT",2025,0.4
"PRY",1950,25.9
"PRY",1951,26.4
"PRY",1952,27.7
"PRY",1953,27.7
"PRY",1954,28.1
"PRY",1955,27.1
"PRY",1956,26.7
"PRY",1957,26.3
"PRY",1958,24
"PRY",1959,26.2
"PRY",1960,26.6
"PRY",1961,24
"PRY",1962,23.6
"PRY",1963,22.4
"PRY",1964,21.3
"PRY",1965,19.1
"PRY",1966,19.2
"PRY",1967,16.4
"PRY",1968,15.9
"PRY",1969,15.7
"PRY",1970,14.3
"PRY",1971,12.7
"PRY",1972,11.8
"PRY",1973,9.8
"PRY",1974,9.6
"PRY",1975,8.5
"PRY",1976,8
"PRY",1977,7.2
"PRY",1978,4.7
"PRY",1979,3.3
"PRY",1980,3
"PRY",1981,2.6
"PRY",1982,2.8
"PRY",1983,3.1
"PRY",1984,3.1
"PRY",1985,3
"PRY",1986,3
"PRY",1987,2.6
"PRY",1988,2.4
"PRY",1989,1.7
"PRY",1990,1.6
"PRY",1991,3.1
"PRY",1992,5.4
"PRY",1993,8.3
"PRY",1994,12
"PRY",1995,16.6
"PRY",1996,16.6
"PRY",1997,16.4
"PRY",1998,16.7
"PRY",1999,17.5
"PRY",2000,18.4
"PRY",2001,19
"PRY",2002,19.3
"PRY",2003,14
"PRY",2004,10.8
"PRY",2005,10.2
"PRY",2006,14.3
"PRY",2007,12.6
"PRY",2008,8.8
"PRY",2009,9.6
"PRY",2010,9.8
"PRY",2011,9.6
"PRY",2012,7.3
"PRY",2013,5.3
"PRY",2014,5.5
"PRY",2015,5.5
"PRY",2016,5.7
"PRY",2017,4.1
"PRY",2018,4.6
"PRY",2019,4
"PRY",2020,3.6
"PRY",2021,3.3
"PRY",2022,3.2
"PRY",2023,2.4
"PRY",2024,2.1
"PRY",2025,1.9
"PSE",1950,35
"PSE",1951,33.1
"PSE",1952,32.2
"PSE",1953,31.3
"PSE",1954,30.2
"PSE",1955,28.9
"PSE",1956,27.7
"PSE",1957,26.3
"PSE",1958,25.4
"PSE",1959,23.2
"PSE",1960,21.9
"PSE",1961,20.3
"PSE",1962,19.2
"PSE",1963,17.6
"PSE",1964,16.3
"PSE",1965,14.9
"PSE",1966,12.3
"PSE",1967,13
"PSE",1968,15.8
"PSE",1969,13.7
"PSE",1970,11.8
"PSE",1971,9.6
"PSE",1972,7.8
"PSE",1973,8.5
"PSE",1974,5.9
"PSE",1975,6.5
"PSE",1976,4.8
"PSE",1977,5
"PSE",1978,4.4
"PSE",1979,4.7
"PSE",1980,4
"PSE",1981,4.5
"PSE",1982,4.2
"PSE",1983,4.6
"PSE",1984,4.5
"PSE",1985,4.7
"PSE",1986,3.7
"PSE",1987,4.2
"PSE",1988,4.6
"PSE",1989,4.6
"PSE",1990,3.6
"PSE",1991,4.6
"PSE",1992,3.6
"PSE",1993,3.5
"PSE",1994,3
"PSE",1995,2.9
"PSE",1996,3
"PSE",1997,2.5
"PSE",1998,1.8
"PSE",1999,1.7
"PSE",2000,1.9
"PSE",2001,2.9
"PSE",2002,4
"PSE",2003,3.4
"PSE",2004,1.9
"PSE",2005,1.5
"PSE",2006,0.5
"PSE",2007,3.4
"PSE",2008,1.6
"PSE",2009,0.7
"PSE",2010,0.7
"PSE",2011,0.4
"PSE",2012,0.5
"PSE",2013,0.6
"PSE",2014,0.9
"PSE",2015,1.3
"PSE",2016,1.3
"PSE",2017,1.4
"PSE",2018,1.4
"PSE",2019,1.5
"PSE",2020,2.3
"PSE",2021,2.2
"PSE",2022,1.5
"PSE",2023,2.0733
"PSE",2024,4.8273
"PSE",2025,4.63
"QAT",1950,0
"QAT",1951,0
"QAT",1952,0
"QAT",1953,0
"QAT",1954,0
"QAT",1955,0
"QAT",1956,0
"QAT",1957,0
"QAT",1958,0
"QAT",1959,0
"QAT",1960,0
"QAT",1961,0
"QAT",1962,0
"QAT",1963,0
"QAT",1964,0
"QAT",1965,0
"QAT",1966,0
"QAT",1967,0
"QAT",1968,0
"QAT",1969,0
"QAT",1970,0
"QAT",1971,0
"QAT",1972,0
"QAT",1973,0
"QAT",1974,0
"QAT",1975,0
"QAT",1976,0
"QAT",1977,0
"QAT",1978,0
"QAT",1979,0
"QAT",1980,0
"QAT",1981,0
"QAT",1982,0
"QAT",1983,0
"QAT",1984,0
"QAT",1985,0
"QAT",1986,0
"QAT",1987,0
"QAT",1988,0
"QAT",1989,0
"QAT",1990,0
"QAT",1991,0
"QAT",1992,0
"QAT",1993,0
"QAT",1994,0
"QAT",1995,0
"QAT",1996,0
"QAT",1997,0
"QAT",1998,0
"QAT",1999,0
"QAT",2000,0
"QAT",2001,0
"QAT",2002,0
"QAT",2003,0
"QAT",2004,0
"QAT",2005,0
"QAT",2006,0
"QAT",2007,0
"QAT",2008,0
"QAT",2009,0
"QAT",2010,0
"QAT",2011,0
"QAT",2012,0
"QAT",2013,0
"QAT",2014,0
"QAT",2015,0
"QAT",2016,0
"QAT",2017,0
"QAT",2018,0
"QAT",2019,0
"QAT",2020,0
"QAT",2021,0
"QAT",2022,0
"QAT",2023,0
"QAT",2024,0
"QAT",2025,0
"ROU",1950,49.4
"ROU",1951,45.4
"ROU",1952,41.6
"ROU",1953,38.8
"ROU",1954,35.2
"ROU",1955,32.8
"ROU",1956,31.2
"ROU",1957,30.2
"ROU",1958,28.7
"ROU",1959,27.4
"ROU",1960,26.3
"ROU",1961,24.3
"ROU",1962,23.4
"ROU",1963,20.9
"ROU",1964,18.6
"ROU",1965,17.6
"ROU",1966,15.2
"ROU",1967,14.4
"ROU",1968,14.4
"ROU",1969,13.5
"ROU",1970,13.2
"ROU",1971,11
"ROU",1972,10.1
"ROU",1973,9.6
"ROU",1974,8.1
"ROU",1975,7.8
"ROU",1976,6.9
"ROU",1977,6.7
"ROU",1978,6.5
"ROU",1979,6.2
"ROU",1980,6.2
"ROU",1981,6.2
"ROU",1982,5.9
"ROU",1983,5.2
"ROU",1984,4.8
"ROU",1985,4.9
"ROU",1986,4.8
"ROU",1987,4.7
"ROU",1988,4.8
"ROU",1989,5.2
"ROU",1990,6.6
"ROU",1991,11.1
"ROU",1992,14.3
"ROU",1993,24.1
"ROU",1994,48.9
"ROU",1995,22
"ROU",1996,21.7
"ROU",1997,24.5
"ROU",1998,25.1
"ROU",1999,25.1
"ROU",2000,24.4
"ROU",2001,22
"ROU",2002,21.2
"ROU",2003,18.2
"ROU",2004,15.1
"ROU",2005,12.8
"ROU",2006,11.1
"ROU",2007,8.2
"ROU",2008,6
"ROU",2009,5.3
"ROU",2010,6.3
"ROU",2011,7.1
"ROU",2012,8.4
"ROU",2013,8.8
"ROU",2014,8.9
"ROU",2015,7.6
"ROU",2016,5.2
"ROU",2017,4.9
"ROU",2018,3.7
"ROU",2019,3.1
"ROU",2020,2.5
"ROU",2021,2
"ROU",2022,1.4
"ROU",2023,0.7
"ROU",2024,0.7
"ROU",2025,0.6
"RUS",1950,23.7
"RUS",1951,22
"RUS",1952,19.6
"RUS",1953,18
"RUS",1954,15.8
"RUS",1955,14.4
"RUS",1956,12.6
"RUS",1957,11.4
"RUS",1958,10.1
"RUS",1959,9.3
"RUS",1960,8.6
"RUS",1961,7.6
"RUS",1962,6.8
"RUS",1963,6.4
"RUS",1964,5.7
"RUS",1965,5.1
"RUS",1966,4.5
"RUS",1967,4
"RUS",1968,3.4
"RUS",1969,3.3
"RUS",1970,2.8
"RUS",1971,2.6
"RUS",1972,2.4
"RUS",1973,2.1
"RUS",1974,1.9
"RUS",1975,1.8
"RUS",1976,1.7
"RUS",1977,1.6
"RUS",1978,1.6
"RUS",1979,1.5
"RUS",1980,1.4
"RUS",1981,1.4
"RUS",1982,1.4
"RUS",1983,1.4
"RUS",1984,1.4
"RUS",1985,1.4
"RUS",1986,1.4
"RUS",1987,1.4
"RUS",1988,1.4
"RUS",1989,1.4
"RUS",1990,1.4
"RUS",1991,1.6
"RUS",1992,2.3
"RUS",1993,2.8
"RUS",1994,3.7
"RUS",1995,3.7
"RUS",1996,3.5
"RUS",1997,3.4
"RUS",1998,4.9
"RUS",1999,9
"RUS",2000,6.7
"RUS",2001,4.5
"RUS",2002,3.2
"RUS",2003,3
"RUS",2004,2.5
"RUS",2005,2
"RUS",2006,1.4
"RUS",2007,1
"RUS",2008,0.6
"RUS",2009,0.6
"RUS",2010,0.6
"RUS",2011,0.4
"RUS",2012,0.4
"RUS",2013,0.4
"RUS",2014,0.4
"RUS",2015,0.4
